label-coarse,label-fine,text
3,4,Who was the lawyer for Randy Steven Craft ?
0,0,How do hermit crabs reproduce ?
3,4,Who is reputed to be the greatest maker of violins ?
0,0,How do you stop junk snail mail ?
3,4,What future Soviet dictator was training to be a priest when he got turned on to Marxism ?
4,27,How long does James Bond like his eggs boiled ?
5,21,What U.S. city 's skyline boasts the Gateway Arch ?
5,14,Where is Belize located ?
1,20,What 's the common name for a Japanese dwarf tree ?
1,1,What did Thomas Paine write ?
3,4,Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?
3,4,Who was the first jockey to ride two Triple Crown winners ?
1,1,What Lewis Carroll book introduced Humpty Dumpty to the world ?
3,4,Who wrote Brave New World ?
5,11,What state does Charles Robb represent ?
0,7,What is hydroelectricity ?
4,13,How many people are taller than 7 feet ?
3,4,Who wrote Unsafe at Any Speed ?
4,13,How many islands make up Antigua ?
0,0,How does an abacus work ?
0,9,What causes rust ?
1,23,What is the fear of the computer called ?
1,31,What is a technique popularly used to detect birth defects ?
5,11,"What U.S. state boasts Stone Mountain , the world 's largest mass of exposed granite ?"
3,4,What British commander surrendered to George Washington at Yorktown in 1781 ?
0,12,"What according to the Kinsey Institute , is the sexual preference of four percent of American males ?"
3,4,"Who created the World Wide Web , WWW ?"
1,31,What is the procedure called for drilling a hole in your skull to acheive a higher consciousness ?
3,4,What is the name of the president of Garmat U.S.A ?
1,1,"What was the name of the television show , starring Karl Madsen , that had San Francisco in the title ?"
3,4,Who were leaders of the Byzantine empire ?
3,4,Who was the first President to appoint a woman to head a cabinet ?
0,7,What is splatterpunk ?
0,12,What is the orgin of xoxoxox ?
3,5,Who built the first pyramid ?
5,18,What southeast Asian country has the Wang River joining the Ping River at Tak ?
5,21,"What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?"
1,19,What color tennis balls are used at Wimbledon ?
1,20,What is a 2-sided object called ?
3,5,Name a French fascist party .
1,10,Name the French historical period during the reign of Napoleon III .
1,1,What movie has made the most money ?
0,7,What is time ?
4,13,How many states have a lottery ?
5,21,"What is the name of the largest city in Chile , South America ?"
1,14,What are you caught in if a haboob blows up ?
4,38,What ratio of children of ages between two and eleven watch ` The Simpsons ' ?
4,13,How many cities are there in Utah ?
3,5,What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat ?
4,13,How many visitors go to the Vatican each year ?
4,14,What is the population of Mexico ?
0,0,How do you get silly putty out of fabric ?
5,14,What is the best online games site ?
0,9,Why is the word `` abbreviation '' so long ?
4,8,What century did art 's Romantic Period begin in ?
4,13,How many spaces follow a period at the end of a sentence ?
0,7,What is a cake of soap ?
4,8,In what year was the Berlin Wall erected ?
4,45,What is the weight of a teaspoon of matter in a black hole ?
4,45,What is the approximate weight of a teaspoon of matter in a black hole ?
2,3,What does MSG stand for ?
5,14,On what avenue is the original Saks department store located ?
5,14,Where does the song Anything Goes take place ?
5,14,Where was the first zoo in the U.S. ?
4,40,How far is Yaroslavl from Moscow ?
1,14,What is April 's gemstone ?
3,4,What is the present Pope named ?
3,4,Who is the nebbish that is Marvel 's official mascot ?
1,17,What powdered soft drink mix went into space ?
1,14,What did the Chinese emperor present to the English soldier Gordon in recognition of his services in quelling rebellions ?
1,37,What is one of the languages spoken by the Sioux called ?
4,13,How many bytes are in a terabyte ?
3,4,Who sang the song `` Hooked on a Feeling '' in the dancing baby episode of `` Ally Mcbeal '' ?
1,31,In what ways did Ivan IV support Russian expansion ?
4,45,Approximately how much does a teaspoon of matter weigh in a black hole ?
5,18,What country 's flag is field green ?
1,29,What sport is known for hooligans ?
3,4,"Who was the Columbia Pictures head who forged actor Cliff Robertson 's name on a $1 , 000 check ?"
3,12,Who was Damocles ?
1,29,What sport was the first televised in the U.S. ?
3,4,Name Dondi 's adoptive grandfather .
4,8,When was the Congress of Vienna ?
0,12,What are the lyrics to `` Smelly Cat '' ?
4,13,How much folic acid should a pregnant woman get each day ?
4,8,What year was the first automobile manufactured ?
4,13,How many colonies did Germany get to keep after World War I ?
4,13,How many states have a `` lemon law '' for new automobiles ?
3,4,Whose biography by Maurice Zolotow is titled Shooting Star ?
1,10,What concerts are held in New York this week ?
3,4,In the movie Groundshog Day what is the name of the character played by Andie MacDowell ?
0,12,What are the requirements for becoming a citizen of Australia ?
4,27,How old is Benny Carter ?
3,5,What are the top ten all-time money making NFL teams ?
1,14,What were hairy bank notes in the fur trade ?
5,14,Where can I read about Chiang Kai-shek ?
0,7,What is idealab ! ?
5,18,What country borders the most others ?
2,3,What does the E stand for in the equation E=mc2 ?
5,14,"What river runs through Colorado , Kansas , and Oklahoma ?"
1,44,Which airplane did Fawaz Younis hijack ?
0,7,What is Win Rah ?
0,9,Why is the moon different sizes and colors ?
3,5,"What college enlivens Hanover , New Hampshire ?"
2,3,What does VCR stand for ?
0,0,How close a cousin was Franklin D. to Theodore Roosevelt ?
1,1,Name a novel written by John Steinbeck .
3,4,Who was the first American citizen awarded the Albert Medal of the Society of Arts ?
3,4,What doctor is synonymous with footwear and foot care ?
0,0,How do boats float ?
4,14,"What are the shoe sizes of O 'Neal , Jordan , and Mutombo , the NBA players ?"
3,4,Who founded the Unification Church ?
4,13,How many zeros are there in a trillion ?
1,10,"What was the name of the Crimean meeting of Roosevelt , Churchill , and Stalin ?"
3,6,What are the only players eligible to score points in Roller Derby called ?
4,14,What are the statistics for drunken drivers in Maryland ?
3,4,What ill-fated American general dragged a bull terrier named Willie through World War II ?
4,14,What 's the score of a forfeited baseball game ?
5,14,Where does tuberculosis come from ?
3,4,Who invented the lawnmower ?
5,14,Where can I find lyrics for R&B ?
1,2,What is the name of David Letterman 's dog ?
3,4,What U.S. senator once played basketball for the New York Knicks ?
1,29,What are the titles of some R-Rated Sony Playstation games ?
1,42,What playing card symbolizes death ?
0,7,What is an urban legend ?
3,4,What is Li 'l Abner 's last name ?
4,13,How many liberty bells have there been ?
5,18,What two countries are separated by the Bering Strait ?
0,7,What is Smartnet ?
1,20,What is a synonym for aspartame ?
5,18,Jackson Pollock is of what nationality ?
0,7,"What are vermicilli , rigati , zitoni , and tubetti ?"
1,26,"Name the product that is `` at your grocer 's , at your fingertips . ''"
3,4,"What architect originated the glass house designed the Chicago Federal Center had a philosophy of `` less is more , '' and produced plans that were the forerunner of the California ranch house ?"
4,13,How many Russians have landed on the moon ?
1,17,Which thrilled taste buds first - Snickers or 3 Musketeers ?
1,2,What animal do buffalo wings come from ?
0,9,What is the purpose of the SysRq key on my computer keyboard ?
4,8,When was Franklin D. Roosevelt stricken with polio ?
0,0,How do you find out what is allowed to claim as a contibution for income tax purposes ?
0,0,How do you build a solar car for a high school experiment ?
5,14,Where on the Internet can I get chemicals importers ?
5,18,What was the first country to put a second woman in space ?
1,14,"What was the 24-disc John Gabel Entertainer the first example of , in 1960 ?"
0,7,What is the feudal system ?
3,4,Who shared a New York City apartment with Roger Maris the year he hit 61 home runs ?
1,20,What 's the geographic term for the submerged fringe of a continent ?
5,14,"What prison is found in Ossining , New York ?"
5,18,What country has declared one-fifth of its territory off-limits to Russians ?
0,12,What is the main application of sodium hydrosulfite ?
1,1,Name the story by Chris Van Allsburg in the which a boy tries to become a great sailor ?
1,14,What are the components of polyester ?
1,26,What product features a frog that says `` dig 'em '' ?
3,4,Who is the director of intergovernmental affairs for the San Diego county ?
3,4,What Hall of Fame pitcher started three World Series Games for the New York Yankees in 1962 ?
5,14,What is the longest river in the United States ?
2,3,What does the channel ESPN stand for ?
5,14,What river is Windsor Castle on ?
1,26,What is the best brand for a laptop computer ?
5,14,"Where is Natchitoches , Louisiana ?"
0,7,What do pointed letters mean to a handwriting analyst ?
3,5,What political party is Sinn Fein a part of ?
1,10,What was Franklin Roosevelt 's program for economic recovery called during the Great Depression ?
3,4,What is the name of a Greek god ?
5,21,What 's the capital of Taiwan ?
1,14,What did Englishman John Hawkins begin selling to New World colonists in 1562 ?
4,25,What is the starting salary for beginning lawyers ?
3,4,What was the man 's name who was killed in a duel with Aaron Burr ?
1,14,What did Louis Cartier invent for aviator Santos Dumont in 1940 ?
4,25,What will the California gas tax be in the year 2000 ?
5,21,What city is served by Tempelhol Airport ?
3,4,Who directed the first Woody Woodpecker cartoon ?
2,3,CNN is an acronym for what ?
0,12,What is the origin of the name Igor ?
1,1,What was the first Gilbert and Sullivan opera ?
3,4,"What two historical figures , who fought each other in a famous battle , each have a food named after them ?"
5,14,Where in the United States do people live the longest ?
5,18,What country in 1998 had the most suicides regardless of population size ?
4,25,What is the price for tuberculosis drugs ?
4,25,What was the first minimum wage ?
0,12,What is the difference between a college and a university ?
1,28,What substance did Joseph Priestley name for its ability to erase pencil marks ?
0,12,What are the limits to `` self-defense ? ''
0,0,How can I get my product licensed by the NBA ?
1,17,What fast food is prepared with a `` secret blend of 11 herbs and spices ? ''
0,12,What effect does a prism have on light ?
4,13,How many people lived in Nebraska in the mid 1900s ?
0,7,What is software piracy ?
4,8,What year was Janet Jackson 's first album released ?
0,0,How do you calculate the change in enthalpy of a chemical reaction ?
3,4,Name of heroine in `` Scruples '' ?
4,13,How many movies has Drew Barrymore been in ?
3,4,What TV character sired a horse named Thunder ?
0,12,What are some children 's rights ?
5,14,What is the name of the planet that the Ewoks live on ?
3,4,What baseball player was known as Charley Hustle ?
3,4,Who killed Lee Harvey Oswald ?
1,42,What 's the symbol for the zodiacal sign Gemini ?
3,12,Who was Red Grange ?
3,5,What hockey team did Wayne Gretzky play for ?
1,10,What series of trials followed World War II ?
